"Año","Mes","Pais_Destino","Nombre_Exportador","Sacos_de_70kg_equivalente_real_exportado","Sacos_de_60Kg_Exportados","Valor_factura_USD"
2022,10,"Singapur","INDUSTRIA COLOMBIANA DE CAFÉ S.A.S.",251,293,111105
2022,10,"Singapur","RACAFE & CIA S.C.A.",1112,1294,441051.7
2022,10,"Sudáfrica","RACAFE & CIA S.C.A.",275,320,69454.6
2022,10,"Suecia","FEDERACION NACIONAL DE CAFETEROS",1170,1366,519840.81
2022,10,"Suecia","SUCDEN COLOMBIA SAS",2700,3148,570000
2022,10,"Surinam","DESCAFEINADORA COLOMBIANA S.A.S",116,135,52839
2022,10,"Surinam","INDUSTRIA COLOMBIANA DE CAFÉ S.A.S.",76,88,34978.53
2022,10,"Tailandia","VARIETALES FINOS SAS ZOMAC",81,95,92048.66
2022,10,"Taiwan","INDUSTRIA COLOMBIANA DE CAFÉ S.A.S.",197,230,127481.41
2022,10,"Taiwan","INNOVACION Y DESARROLLO TECNOLOGICO",124,144,151536.78
2022,10,"Taiwan","INVERCAFE CERRITOS SOCIEDAD POR ACC",1100,1281,501772.84
2022,10,"Taiwan","LOUIS DREYFUS COMPANY COLOMBIA S.A.",1074,1252,240000
2022,10,"Taiwan","RACAFE & CIA S.C.A.",276,322,138766.6
2022,10,"Taiwan","SKN CARIBECAFE SAS",2200,2568,981417.72
2022,10,"Taiwan","CONDOR SPECIALTY COFFEE SAS",575,671,120000
2022,10,"TrinidadyTobago","INDUSTRIA COLOMBIANA DE CAFÉ S.A.S.",202,236,109114.34
2022,10,"TrinidadyTobago","LOHAS BEANS SAS BENEFICIO E",21,25,12801
2022,10,"TrinidadyTobago","NESTLE DE COLOMBIA S.A.",95,111,40514.88
2022,10,"TrinidadyTobago","PRICESMART COLOMBIA SAS",16,19,10679.59
2022,10,"Turquía","A LAUMAYER Y COMPAÑIA EXPORTADORES",550,642,261460.35
2022,10,"Turquía","COMERCIALIZADORA CUMBRES S.A.S",275,321,69599.22
2022,10,"Turquía","FEDERACION NACIONAL DE CAFETEROS",275,320,121924.6
2022,10,"Turquía","OLAM AGRO COLOMBIA S.A.S",550,641,140000
2022,10,"Turquía","RACAFE & CIA S.C.A.",570,664,140000
2022,10,"Turquía","SUCAFINA COLOMBIA S.A.S",275,321,70000
2022,10,"Turquía","SABORES DE LA SIERRA SAS",334,390,70000
2022,10,"Uruguay","INDUSTRIA COLOMBIANA DE CAFÉ S.A.S.",88,101,62552.21
2022,10,"Uruguay","LOHAS BEANS SAS BENEFICIO E",14,17,4183.78
2022,10,"Uruguay","PROMOTORA DE CAFE COLOMBIA S.A.",109,127,122742.54
2022,10,"Venezuela","NESTLE DE COLOMBIA S.A.",537,626,206118.12
2022,10,"Vietnam","FEDERACION NACIONAL DE CAFETEROS",1430,1668,686903.76
2022,10,"Curaçao","INDUSTRIA COLOMBIANA DE CAFÉ S.A.S.",7,8,2802.64
2022,11,"Alemania","A LAUMAYER Y COMPAÑIA EXPORTADORES",3250,3786,1383676.42
2022,11,"Alemania","ALTAMIRA SUPREMO S.A.S",285,332,4283.01
2022,11,"Alemania","AMARILLO EXPORT SAS",131,155,78422.59
2022,11,"Alemania","CAFE COLSUAVES S.A.S",86,101,18490
2022,11,"Alemania","CARCAFE LTDA",250,291,124024.13
2022,11,"Alemania","COMERCIALIZADORA TIERRA CAFE S.A.S.",10,12,25231.07
2022,11,"Alemania","EXPOCOSURCA S.A. C.I.",275,322,59125
2022,11,"Alemania","FEDERACION NACIONAL DE CAFETEROS",7745,9038,3493929.67
2022,11,"Alemania","INCONEXUS S.A.S.",275,322,70000
2022,11,"Alemania","LOUIS DREYFUS COMPANY COLOMBIA S.A.",2700,3147,540000
2022,11,"Alemania","OLAM AGRO COLOMBIA S.A.S",286,333,80000
2022,11,"Alemania","PROMOTORA CAFE DE ALTURA SAS",199,230,135873.51
2022,11,"Alemania","RACAFE & CIA S.C.A.",600,700,151936.01
2022,11,"Alemania","SE ORIGIN  S.A.S",285,332,132239.14
2022,11,"Alemania","SKN CARIBECAFE SAS",7800,9091,3427563.93
2022,11,"Alemania","SOCIEDAD EXPORTADORA DE CAFE DE",3210,3746,1160775.64
2022,11,"Alemania","SUCAFINA COLOMBIA S.A.S",1200,1400,240000
2022,11,"Alemania","SUCDEN COLOMBIA SAS",4185,4880,980000
2022,11,"Alemania","SUNTERRA S.A.S.",70,82,36694.05
2022,11,"Alemania","CONDOR SPECIALTY COFFEE SAS",1200,1399,239999.99
2022,11,"Alemania","COMPAÑIA CAFETERA LA MESETA S.A.",1432,1672,636581.95
2022,11,"Antillas Neerl","NESTLE DE COLOMBIA S.A.",191,223,82180.39
2022,11,"Arabia Saudí","COLOMBIAN COFFEE HUNTER SAS",7,8,8261
2022,11,"Arabia Saudí","EMPRESA COFFEELAND S.A.S",843,983,195040.96
2022,11,"Arabia Saudí","FEDERACION NACIONAL DE CAFETEROS",845,987,410654.57
2022,11,"Arabia Saudí","INCONEXUS S.A.S.",275,321,79999.99
2022,11,"Arabia Saudí","RACAFE & CIA S.C.A.",550,641,203186.56
2022,11,"Arabia Saudí","SUCAFINA COLOMBIA S.A.S",275,322,70000
2022,11,"Arabia Saudí","INVERSORA ARCILAZA S.A.S.",559,653,354872.2
2022,11,"Arabia Saudí","COMPAÑIA CAFETERA LA MESETA S.A.",570,666,298993.61
2022,11,"Arabia Saudí","CARDAMOM & COFFEE COLOMBIA SAS",272,317,149068
2022,11,"Argentina","INDUSTRIA COLOMBIANA DE CAFÉ S.A.S.",483,564,349954.25
2022,11,"Argentina","INDUSTRIA DE PRODUCTOS ALIMENTICIOS",70,82,32890
2022,11,"Argentina","MASTERCOL TRADING SAS",275,322,69483.54
2022,11,"Argentina","RACAFE & CIA S.C.A.",375,437,95132.19
2022,11,"Argentina","CULTURE COFFEE CO SAS",58,67,13366.49
2022,11,"Aruba","BBI COLOMBIA SAS",7,8,5173.74
2022,11,"Aruba","NESTLE DE COLOMBIA S.A.",197,229,84280.95
2022,11,"Aruba","PRICESMART COLOMBIA SAS",13,16,7437.33
2022,11,"Aruba","PRODUCTORA AGRICOLA AG SAS",1,1,364.8
2022,11,"Australia","ANTAR COFFEE SAS",214,250,140345.36
2022,11,"Australia","AZAHAR COFFEE COMPANY S.A.S",235,274,122660.47
2022,11,"Australia","BANCA EXPORTADORA S.A BANEXPORT",275,320,70000
2022,11,"Australia","CARAVELA COLOMBIA S.A.S",2029,2361,280360
2022,11,"Australia","CARCAFE LTDA",825,960,357261.71
2022,11,"Australia","CENTRAL COOPERATIVA INDIGENA DEL",544,634,117605
2022,11,"Australia","COMERCIALIZADORA CUMBRES S.A.S",280,326,139198.43
2022,11,"Australia","COMPAÑIA NACIONAL DEL CAFÉ S.A.S",250,292,113322.79
2022,11,"Australia","DESCAFEINADORA COLOMBIANA S.A.S",272,317,124326.13
2022,11,"Australia","FEDERACION NACIONAL DE CAFETEROS",280,327,131022.47
2022,11,"Australia","FLOR A FRUTO S.A.S.",276,323,167046
2022,11,"Australia","LOUIS DREYFUS COMPANY COLOMBIA S.A.",1417,1654,3e+05
2022,11,"Australia","MINA RICCA SAS",286,334,69599.22
2022,11,"Australia","OLAM AGRO COLOMBIA S.A.S",300,349,70000
2022,11,"Australia","RACAFE & CIA S.C.A.",724,845,210000
2022,11,"Australia","SKN CARIBECAFE SAS",835,976,363848.01
2022,11,"Australia","SUCDEN COLOMBIA SAS",3397,3960,955697.01
2022,11,"Australia","INVERSORA ARCILAZA S.A.S.",121,141,66800.93
2022,11,"Australia","CONDOR SPECIALTY COFFEE SAS",300,350,54760.79
2022,11,"Barbados","INDUSTRIA COLOMBIANA DE CAFÉ S.A.S.",17,20,10293.66
2022,11,"Bélgica","A LAUMAYER Y COMPAÑIA EXPORTADORES",5070,5909,2080486.13
2022,11,"Bélgica","ALTAMIRA SUPREMO S.A.S",285,333,61275
2022,11,"Bélgica","BANCA EXPORTADORA S.A BANEXPORT",549,644,139999.99
2022,11,"Bélgica","CAFE COLSUAVES S.A.S",285,333,61275
2022,11,"Bélgica","CARCAFE LTDA",6050,7044,3142417.28
2022,11,"Bélgica","COLOMBIA FREE COFFEE SAS",1786,2083,401762.41
2022,11,"Bélgica","COMERCIALIZADORA TIERRA CAFE S.A.S.",274,319,153149.04
2022,11,"Bélgica","FEDERACION NACIONAL DE CAFETEROS",5169,6024,2556745.29
2022,11,"Bélgica","GRUPO TAP S.A.S C.I.",285,332,69599.22
2022,11,"Bélgica","INVERCAFE CERRITOS SOCIEDAD POR ACC",275,323,153764.85
2022,11,"Bélgica","RACAFE & CIA S.C.A.",1159,1350,424126.76
2022,11,"Bélgica","SKN CARIBECAFE SAS",3255,3792,1454338.73
2022,11,"Bélgica","SUCAFINA COLOMBIA S.A.S",13460,15691,3845756.48
2022,11,"Bélgica","SUCDEN COLOMBIA SAS",4785,5587,1356060.86
2022,11,"Bélgica","CONDOR SPECIALTY COFFEE SAS",3300,3852,984722
2022,11,"Bolivia","INDUSTRIA COLOMBIANA DE CAFÉ S.A.S.",50,59,26617.1
2022,11,"Bolivia","NESTLE DE COLOMBIA S.A.",4,4,1825.26
2022,11,"Canadá","A LAUMAYER Y COMPAÑIA EXPORTADORES",1375,1604,611146.94
2022,11,"Canadá","CARCAFE LTDA",6050,7050,2668529.54
2022,11,"Canadá","COFCO INTERNATIONAL COLOMBIA SAS",550,642,120000
2022,11,"Canadá","COMPAÑIA NACIONAL DEL CAFÉ S.A.S",275,317,123246.18
2022,11,"Canadá","EMPRESA COFFEELAND S.A.S",275,321,63575.15
2022,11,"Canadá","FEDERACION NACIONAL DE CAFETEROS",7555,8807,3668936.89
2022,11,"Canadá","HACIENDA CAFETERA LA PRADERA S.A.S",275,322,134320.32
2022,11,"Canadá","INTEGRA TRADING SAS",1375,1604,300000.01
2022,11,"Canadá","INVERCAFE CERRITOS SOCIEDAD POR ACC",550,642,201256.62
2022,11,"Canadá","LOHAS BEANS SAS BENEFICIO E",275,320,80000
2022,11,"Canadá","LOUIS DREYFUS COMPANY COLOMBIA S.A.",825,962,180000.01
2022,11,"Canadá","MASTERCOL TRADING SAS",825,961,260000
2022,11,"Canadá","NESTLE DE COLOMBIA S.A.",210,245,85095.36
2022,11,"Canadá","OLAM AGRO COLOMBIA S.A.S",4125,4809,1049999.99
2022,11,"Canadá","PROMOTORA CAFE DE ALTURA SAS",224,261,153176.73
2022,11,"Canadá","SKN CARIBECAFE SAS",2750,3198,1206796.29
2022,11,"Canadá","SUCAFINA COLOMBIA S.A.S",3025,3525,690000
2022,11,"Canadá","SUCDEN COLOMBIA SAS",5170,6027,1304478.84
2022,11,"Canadá","TRILLADORAS DE LAS COOPERATIVAS DE",525,613,150000
2022,11,"Canadá","CONDOR SPECIALTY COFFEE SAS",3300,3851,1138217
2022,11,"Canadá","COMPAÑIA CAFETERA LA MESETA S.A.",550,644,252618.6
2022,11,"Canadá","WILFRED Y BOTERO SAS",35,41,28592.58
2022,11,"Chile","AGROPECUARIA FARALLONES S.A.",19,23,9214.27
2022,11,"Chile","DESCAFEINADORA COLOMBIANA S.A.S",49,58,34892.56
2022,11,"Chile","FEDERACION NACIONAL DE CAFETEROS",1217,1420,912862.05
2022,11,"Chile","FLOR DE APIA SAS",152,179,81377.75
2022,11,"Chile","INDUSTRIA COLOMBIANA DE CAFÉ S.A.S.",1028,1199,427467
2022,11,"Chile","PROMOTORA DE CAFE COLOMBIA S.A.",744,868,852806.13
2022,11,"China","CARAVELA COLOMBIA S.A.S",275,320,59125
2022,11,"China","COFCO INTERNATIONAL COLOMBIA SAS",750,874,140000
2022,11,"China","COOPERATIVA DE CAFETALEROS DEL NORT",165,193,138460.02
2022,11,"China","FEDERACION NACIONAL DE CAFETEROS",4989,5820,2487347.71
2022,11,"China","FLAVOR EQUATION SAS",280,327,80000
2022,11,"China","INDUSTRIA COLOMBIANA DE CAFÉ S.A.S.",530,618,278810.48
2022,11,"China","LOUIS DREYFUS COMPANY COLOMBIA S.A.",1650,1922,360000
2022,11,"China","RACAFE & CIA S.C.A.",275,320,70000
2022,11,"China","SKN CARIBECAFE SAS",1925,2246,870497.36
2022,11,"China","SUCAFINA COLOMBIA S.A.S",550,644,122209.33
2022,11,"China","SUNTERRA S.A.S.",57,66,54425.01
2022,11,"China","VERTICAL COFFEE CO SAS",35,41,30802.15
2022,11,"Corea del Sur","A LAUMAYER Y COMPAÑIA EXPORTADORES",550,641,257799.13
2022,11,"Corea del Sur","COOPERATIVA DEPARTAMENTAL DE",275,320,69599.22
2022,11,"Corea del Sur","COOPERATIVA REGIONAL DE CAFES",270,315,58050
2022,11,"Corea del Sur","DESCAFEINADORA COLOMBIANA S.A.S",550,643,249886.82
2022,11,"Corea del Sur","FEDERACION NACIONAL DE CAFETEROS",3640,4242,1617527.09
2022,11,"Corea del Sur","INDUSTRIA COLOMBIANA DE CAFÉ S.A.S.",1092,1276,570400
2022,11,"Corea del Sur","INDUSTRIAS ALIADAS S.A.S",254,296,217680.95
2022,11,"Corea del Sur","INVERCAFE CERRITOS SOCIEDAD POR ACC",275,321,98190.13
2022,11,"Corea del Sur","LATINA COLOMBIA S.A.S.",129,155,75926.44
2022,11,"Corea del Sur","LOUIS DREYFUS COMPANY COLOMBIA S.A.",1375,1605,3e+05
2022,11,"Corea del Sur","MANANTIALES DEL FRONTINO SAS",250,292,87500
2022,11,"Corea del Sur","NEUTA CASTRO CARLOS ANDRES",225,262,142263.59
2022,11,"Corea del Sur","OLAM AGRO COLOMBIA S.A.S",14539,16964,3979999.96
2022,11,"Corea del Sur","RACAFE & CIA S.C.A.",1101,1277,342052.06
2022,11,"Corea del Sur","SKN CARIBECAFE SAS",5760,6719,2517311.64
2022,11,"Corea del Sur","SUCAFINA COLOMBIA S.A.S",2475,2890,630000
2022,11,"Corea del Sur","SUCDEN COLOMBIA SAS",275,321,70000
2022,11,"Corea del Sur","CONDOR SPECIALTY COFFEE SAS",550,642,120000
2022,11,"Corea del Sur","A COFFEE FAMILY SAS",275,321,69599.22
2022,11,"Dinamarca","OLAM AGRO COLOMBIA S.A.S",1475,1720,350000
2022,11,"Dinamarca","CONDOR SPECIALTY COFFEE SAS",600,699,120000
2022,11,"Dominica","INDUSTRIA COLOMBIANA DE CAFÉ S.A.S.",27,33,21932.4
2022,11,"E.A.U.","ALTAMIRA SUPREMO S.A.S",1100,1284,236500
2022,11,"E.A.U.","GRUPO CALBING ZOMAC SAS",15,18,36552.01
2022,11,"E.A.U.","SUCAFINA COLOMBIA S.A.S",275,321,70000
2022,11,"E.A.U.","TRILLADORA COMERCIALIZADORA Y",17,20,22944
2022,11,"E.A.U.","AROMA NATIVO COLOMBIA SAS",68,79,52824
2022,11,"Ecuador","FEDERACION NACIONAL DE CAFETEROS",1935,2266,1194776.76
2022,11,"Ecuador","NESTLE DE COLOMBIA S.A.",15,17,9219.96
2022,11,"EE.UU.","A LAUMAYER Y COMPAÑIA EXPORTADORES",11630,13556,4882153.44
2022,11,"EE.UU.","AGUMOSOT SAS",1100,1284,308012
2022,11,"EE.UU.","ALEXCAFE S.A.S",550,642,118250
2022,11,"EE.UU.","ALTOS DEL TIO CONEJO SAS BIC",140,164,141445.89
2022,11,"EE.UU.","AROMA Y TRADICION SAS",244,286,130320.4
2022,11,"EE.UU.","AZAHAR COFFEE COMPANY S.A.S",518,603,171283.46
2022,11,"EE.UU.","BANCA EXPORTADORA S.A BANEXPORT",1655,1930,339999.99
2022,11,"EE.UU.","CAFE COLSUAVES S.A.S",275,321,59125
2022,11,"EE.UU.","CAFE DE SANTA BARBARA S.A.S.",313,367,182041.46
2022,11,"EE.UU.","CAFE DEVOTION S.A.S.",161,186,176298.51
2022,11,"EE.UU.","CARAVELA COLOMBIA S.A.S",3332,3877,940357.28
2022,11,"EE.UU.","CARCAFE LTDA",38425,44721,15931895.13
2022,11,"EE.UU.","COFCO INTERNATIONAL COLOMBIA SAS",7250,8456,1990000.01
2022,11,"EE.UU.","COFFEE CONNECTIONS S.A.S",65,76,41407
2022,11,"EE.UU.","COLOMBIA FREE COFFEE SAS",550,641,1e+05
2022,11,"EE.UU.","COMPAÑIA NACIONAL DEL CAFÉ S.A.S",6840,7987,2822971.93
2022,11,"EE.UU.","COOPERATIVA CENTRAL DE CAFICULTORES",825,964,296638.18
2022,11,"EE.UU.","COOPERATIVA DE CAFICULTORES DEL",279,326,69599.22
2022,11,"EE.UU.","COOPERATIVA MULTIACTIVA",275,321,119345.56
2022,11,"EE.UU.","DESCAFEINADORA COLOMBIANA S.A.S",3183,3711,1263558.33
2022,11,"EE.UU.","EXPOCOSURCA S.A. C.I.",775,903,167055.01
2022,11,"EE.UU.","EXPORTADORA DE CAFE ISABELITA SAS",1100,1285,442577.59
2022,11,"EE.UU.","F.F.T COLOMBIA S.A.S",556,652,159999.98
2022,11,"EE.UU.","FEDERACION NACIONAL DE CAFETEROS",22563,26311,10061990.19
2022,11,"EE.UU.","GREEN HILLS COFFEE S.A.S.",275,322,69599.22
2022,11,"EE.UU.","GRUPO TAP S.A.S C.I.",275,321,50000
2022,11,"EE.UU.","GUALANDAY TRADERS S.A.S",561,654,250124.18
2022,11,"EE.UU.","HACIENDA SANTA ELISA SAS",399,473,100768.78
2022,11,"EE.UU.","INCONEXUS S.A.S.",550,644,160000
2022,11,"EE.UU.","INDUSTRIA COLOMBIANA DE CAFÉ S.A.S.",16756,19533,9326660.25
2022,11,"EE.UU.","INDUSTRIAS ALIADAS S.A.S",7854,9168,6157834.87
2022,11,"EE.UU.","INTEGRA TRADING SAS",9625,11224,2070000.01
2022,11,"EE.UU.","INVERCAFE CERRITOS SOCIEDAD POR ACC",4422,5164,1641279.09
2022,11,"EE.UU.","LAMERICA CI SAS",20,24,11605.24
2022,11,"EE.UU.","LOHAS BEANS SAS BENEFICIO E",1650,1922,480000
2022,11,"EE.UU.","LOUIS DREYFUS COMPANY COLOMBIA S.A.",15375,17922,3299999.98
2022,11,"EE.UU.","MASTERCOL TRADING SAS",825,963,270000
2022,11,"EE.UU.","MINA RICCA SAS",275,321,69599.22
2022,11,"EE.UU.","NESTLE DE COLOMBIA S.A.",1348,1572,678065.7
2022,11,"EE.UU.","OLAM AGRO COLOMBIA S.A.S",40303,46995,9940000.07
2022,11,"EE.UU.","ORO MOLIDO S.A.",825,962,280070.28
2022,11,"EE.UU.","OSITO COLOMBIA SAS",285,334,72162.63
2022,11,"EE.UU.","PROMOTORA CAFE DE ALTURA SAS",246,287,133989.32
2022,11,"EE.UU.","PROMOTORA DE CAFE COLOMBIA S.A.",104,121,65105.33
2022,11,"EE.UU.","R.C.F. ECHEVERRI CASTRO S.A.S.",825,931,208797.67
2022,11,"EE.UU.","RACAFE & CIA S.C.A.",30898,35992,8535647.98
2022,11,"EE.UU.","SE ORIGIN  S.A.S",285,333,185697.19
2022,11,"EE.UU.","SKN CARIBECAFE SAS",18425,21464,7245414.08
2022,11,"EE.UU.","SOCIEDAD EXPORTADORA DE CAFE DE",10450,12202,3391818.72
2022,11,"EE.UU.","SUCAFINA COLOMBIA S.A.S",18144,21157,6133126.84
2022,11,"EE.UU.","SUCDEN COLOMBIA SAS",32470,37858,8183708.5
2022,11,"EE.UU.","SUNTERRA S.A.S.",302,352,168899.85
2022,11,"EE.UU.","TRILLADORA DE CAFE MORENO SAS",825,962,332629.71
2022,11,"EE.UU.","TORADA SAS",31,36,16439.35
2022,11,"EE.UU.","TRILLADORAS DE LAS COOPERATIVAS DE",600,700,140000
2022,11,"EE.UU.","CONDOR SPECIALTY COFFEE SAS",26695,31155,8017340.96
2022,11,"EE.UU.","EXCELSO COFFEE COMPANY SAS",1925,2248,742600.23
2022,11,"EE.UU.","AGROSURA S.A.S. ZOMAC",2750,3213,903684.11
2022,11,"EE.UU.","COMPAÑIA CAFETERA LA MESETA S.A.",9439,11028,3929897.28
2022,11,"EE.UU.","VILLEGAS Y CIA. SOCIEDAD EN",2875,3355,6e+05
2022,11,"EE.UU.","CI VANEXPORTAX SAS",12,14,3531.98
2022,11,"El Salvador","INDUSTRIA COLOMBIANA DE CAFÉ S.A.S.",23,28,13735.78
2022,11,"El Salvador","PRICESMART COLOMBIA SAS",8,10,4928.99
2022,11,"El Salvador","PROMOTORA DE CAFE COLOMBIA S.A.",644,752,654087.57
2022,11,"España","A LAUMAYER Y COMPAÑIA EXPORTADORES",1925,2244,761458.24
2022,11,"España","CAFE DE SANTA BARBARA S.A.S.",250,292,143438.45
2022,11,"España","CARCAFE LTDA",1200,1398,577108.83
2022,11,"España","COMERCIALIZADORA DEL NORTE CAWG S.A",153,178,125440
2022,11,"España","COOPERATIVA CENTRAL DE CAFICULTORES",274,320,69465.44
2022,11,"España","FEDERACION NACIONAL DE CAFETEROS",1790,2085,855013.78
2022,11,"España","INVERCAFE CERRITOS SOCIEDAD POR ACC",855,999,392691.9
2022,11,"España","LAMERICA CI SAS",4,5,2107.9
2022,11,"España","OLAM AGRO COLOMBIA S.A.S",860,1002,210000
2022,11,"España","RACAFE & CIA S.C.A.",550,641,139151.44
2022,11,"España","SOCIEDAD EXPORTADORA DE CAFE DE",550,641,231305.96
2022,11,"España","SUCAFINA COLOMBIA S.A.S",275,320,70000
2022,11,"Federación Rusa","POLIS AGRO COLOMBIA SAS",255,298,60000
2022,11,"Federación Rusa","COMPAÑIA CAFETERA LA MESETA S.A.",2224,2595,975345.73
2022,11,"Finlandia","CARCAFE LTDA",300,349,114860.73
2022,11,"Finlandia","MASTERCOL TRADING SAS",275,320,60000
2022,11,"Finlandia","OLAM AGRO COLOMBIA S.A.S",1100,1281,279999.99
2022,11,"Francia","A LAUMAYER Y COMPAÑIA EXPORTADORES",275,321,100615.07
2022,11,"Francia","CARCAFE LTDA",1200,1401,577865.41
2022,11,"Francia","DESCAFEINADORA COLOMBIANA S.A.S",571,666,190464
2022,11,"Francia","LOUIS DREYFUS COMPANY COLOMBIA S.A.",550,641,119999.99
2022,11,"Francia","OLAM AGRO COLOMBIA S.A.S",1100,1282,280000.01
2022,11,"Francia","SUCDEN COLOMBIA SAS",285,333,70000
2022,11,"Francia","TRILLADORA COMERCIALIZADORA Y",112,131,55396.64
2022,11,"Francia","TEAM TAP S.A.S",300,350,80000
2022,11,"Georgia","ALTAMIRA SUPREMO S.A.S",275,321,59125
2022,11,"Grecia","FEDERACION NACIONAL DE CAFETEROS",550,640,228134.64
2022,11,"Grecia","FLAVOR EQUATION SAS",285,333,72195.18
2022,11,"Grecia","OLAM AGRO COLOMBIA S.A.S",300,349,70000
2022,11,"Grecia","RACAFE & CIA S.C.A.",857,1001,273957.23
2022,11,"Grecia","SUCAFINA COLOMBIA S.A.S",275,321,70000
2022,11,"Grecia","SUCDEN COLOMBIA SAS",825,964,209159.22
2022,11,"Guatemala","INDUSTRIA COLOMBIANA DE CAFÉ S.A.S.",598,697,181584.33
2022,11,"Guatemala","PRICESMART COLOMBIA SAS",82,96,38607.6
2022,11,"Guyana","INDUSTRIA COLOMBIANA DE CAFÉ S.A.S.",49,57,26026.73
2022,11,"Honduras","INDUSTRIA COLOMBIANA DE CAFÉ S.A.S.",8,9,2843.76
2022,11,"Honduras","PRICESMART COLOMBIA SAS",51,60,24169.16
2022,11,"Honduras","PROMOTORA DE CAFE COLOMBIA S.A.",44,51,42136.11
2022,11,"Hong Kong","FEDERACION NACIONAL DE CAFETEROS",275,319,118618.97
2022,11,"Hong Kong","LOUIS DREYFUS COMPANY COLOMBIA S.A.",549,642,120000
2022,11,"Irlanda","FEDERACION NACIONAL DE CAFETEROS",550,640,222587.11
2022,11,"Irlanda","SUCDEN COLOMBIA SAS",275,321,70000
2022,11,"Israel","ALTAMIRA SUPREMO S.A.S",275,321,59125
2022,11,"Israel","COLOMBIA FREE COFFEE SAS",275,321,69526.91
2022,11,"Israel","COOPERATIVA CENTRAL DE CAFICULTORES",275,321,69671.53
2022,11,"Israel","FEDERACION NACIONAL DE CAFETEROS",548,640,237927.16
2022,11,"Israel","RACAFE & CIA S.C.A.",1094,1279,279353.36
2022,11,"Israel","SUCAFINA COLOMBIA S.A.S",825,963,210000
2022,11,"Israel","CONDOR SPECIALTY COFFEE SAS",275,321,60000
2022,11,"Israel","VILLEGAS Y CIA. SOCIEDAD EN",275,321,70000
2022,11,"Italia","A LAUMAYER Y COMPAÑIA EXPORTADORES",855,996,377715.91
2022,11,"Italia","CARCAFE LTDA",564,659,258628.16
2022,11,"Italia","COFCO INTERNATIONAL COLOMBIA SAS",2856,3332,900000.01
2022,11,"Italia","INDUSTRIA COLOMBIANA DE CAFÉ S.A.S.",21,25,6240
2022,11,"Italia","LOUIS DREYFUS COMPANY COLOMBIA S.A.",600,700,227848.01
2022,11,"Italia","RACAFE & CIA S.C.A.",2298,2682,787201.24
2022,11,"Italia","SKN CARIBECAFE SAS",570,665,264717.6
2022,11,"Italia","SUCDEN COLOMBIA SAS",1977,2306,489288.84
2022,11,"Italia","PRODUCTORA AGRICOLA AG SAS",1,2,866.46
2022,11,"Italia","CONDOR SPECIALTY COFFEE SAS",927,1081,180000
2022,11,"Italia","COMPAÑIA CAFETERA LA MESETA S.A.",570,668,251084.19
2022,11,"Japón","AGROPECUARIA FARALLONES S.A.",275,320,67901.68
2022,11,"Japón","BANCA EXPORTADORA S.A BANEXPORT",16,19,12644.52
2022,11,"Japón","CAFE COLSUAVES S.A.S",275,322,59125
2022,11,"Japón","CARCAFE LTDA",723,840,356975.82
2022,11,"Japón","COOPERATIVA DEPARTAMENTAL DE",1750,2039,467996.1
2022,11,"Japón","DBA ENTERPRISES SAS",20,24,14767
2022,11,"Japón","EXPOCOSURCA S.A. C.I.",285,333,61275
2022,11,"Japón","F.F.T COLOMBIA S.A.S",129,151,120000
2022,11,"Japón","FEDERACION NACIONAL DE CAFETEROS",13395,15612,6345379.2
2022,11,"Japón","INDUSTRIA COLOMBIANA DE CAFÉ S.A.S.",1862,2172,1065018
2022,11,"Japón","INDUSTRIAS ALIADAS S.A.S",342,399,229770
2022,11,"Japón","INTEGRA TRADING SAS",2900,3386,480000.01
2022,11,"Japón","LOHAS BEANS SAS BENEFICIO E",1000,1166,310000
2022,11,"Japón","LOUIS DREYFUS COMPANY COLOMBIA S.A.",7125,8303,1140000.01
2022,11,"Japón","MASTERCOL TRADING SAS",505,586,250000.01
2022,11,"Japón","MINA RICCA SAS",250,293,69599.22
2022,11,"Japón","RACAFE & CIA S.C.A.",275,320,121209.76
2022,11,"Japón","SKN CARIBECAFE SAS",2665,3106,1206812.75
2022,11,"Japón","SUCAFINA COLOMBIA S.A.S",5900,6884,1437895.47
2022,11,"Japón","CONDOR SPECIALTY COFFEE SAS",2425,2830,610813
2022,11,"Japón","COMPAÑIA CAFETERA LA MESETA S.A.",3400,3974,1366935.46
2022,11,"Jordania","A LAUMAYER Y COMPAÑIA EXPORTADORES",275,321,127283.68
2022,11,"Jordania","LOUIS DREYFUS COMPANY COLOMBIA S.A.",275,321,60000
2022,11,"Jordania","OLAM AGRO COLOMBIA S.A.S",1100,1285,360000
2022,11,"Jordania","RACAFE & CIA S.C.A.",274,319,70000
2022,11,"Jordania","SUCAFINA COLOMBIA S.A.S",275,320,70000
2022,11,"Jordania","SUCDEN COLOMBIA SAS",275,320,70000
2022,11,"Letonia","A LAUMAYER Y COMPAÑIA EXPORTADORES",275,321,137714.28
2022,11,"Líbano","ALTAMIRA SUPREMO S.A.S",786,918,168990
2022,11,"Líbano","OLAM AGRO COLOMBIA S.A.S",285,332,70000
2022,11,"Líbano","RACAFE & CIA S.C.A.",750,874,180000
2022,11,"Libia","VILLEGAS Y CIA. SOCIEDAD EN",275,321,90000
2022,11,"Lituania","FEDERACION NACIONAL DE CAFETEROS",264,310,149331.95
